638680,1,APCreditMemoInvoice,10/26/2017 10:33:02 AM,Failed,10/26/2017 10:22:22 AM,basic.step,AP Sceanrios,,,,
"Page",Record ID,Playback Time (sec),Result,"Summary",Type,
"Initialize Total (sec)",,92957,Passed,"",basic.init,
"Launch Browser: InternetExplorer 10.0.9200.17609",,2144,Passed,"",basic.step,
"Call Function: EBS_Reusable_Methods.login_EBS",,18225,Passed,"",basic.stepGroup,
"Launch Browser: InternetExplorer 10.0.9200.17609",,1514,Passed,"",basic.step,
"Think: 0 (sec).",,29,Passed,"",basic.comment,
"[1] Import Excel",,11241,Passed,"",basic.stepGroup,
"Info",,1,Passed,"Comments: selected environment is ++ ",basic.comment,
"Info",,0,Passed,"Comments: oatsuser",basic.comment,
"Navigate https://erpint.fin.yahoo.com:8000/",2,67,Passed,"",ft.action,
"Think: 10 (sec).",,10032,Passed,"",basic.comment,
"SetText textBox(""@id='usernameField'"") oatsuser",,134,Passed,"",ft.action,
"SetPassword textBox(""@id='passwordField'"") ******",,36,Passed,"",ft.action,
"Click button(""@index='0'"")",,115,Passed,"",ft.action,
"WaitForPage https://erpint.fin.yahoo.com:8000/OA_HTML/AppsLocalLogin.jsp",,411,Passed,"",web.pageComplete,
"Call Function: EBS_Reusable_Methods.expand_NodeFromList",,41152,Passed,"",basic.stepGroup,
"Think: 0 (sec).",,25,Passed,"",basic.comment,
"[3] Expand Node from the List",,440,Passed,"",basic.stepGroup,
"Click element(""@text='System Administrator'"")",,336,Passed,"",ft.action,
"Think: 0 (sec).",,22,Passed,"",basic.comment,
"[3] Expand Node from the List",,1391,Passed,"",basic.stepGroup,
"Click element(""@text='Concurrent'"")",,1344,Passed,"",ft.action,
"Think: 0 (sec).",,31,Passed,"",basic.comment,
"[4] Click on the link under the Node",,890,Passed,"",basic.stepGroup,
"WaitForPage https://erpint.fin.yahoo.com:8000/OA_HTML/OA.jsp?OAFunc=OAHOMEPAGE#dummyAnchor",,422,Passed,"",web.pageComplete,
"Frame (URL=https://erpint.fin.yahoo.com:8000/OA_HTML/cabo/images/skyros/t.htm)",,0,Passed,"",web.frame,
"Frame (URL=https://erpint.fin.yahoo.com:8000/OA_HTML/blank.html)",,0,Passed,"",web.frame,
"Click element(""@text='Requests'"")",,297,Passed,"",ft.action,
"Close window(""@name='JOBS_QF'"")",,20621,Passed,"",ft.action,
"Activate window(""@name='NAVIGATOR'"")",,35,Passed,"",ft.action,
"Think: 10 (sec).",,10021,Passed,"",basic.comment,
"Iteration Total (sec)",,545304,Failed,"",basic.iteration,
"Info",,0,Passed,"Comments: -200",basic.comment,
"Call Function: EBS_Reusable_Methods.generateUniqueData",,20,Passed,"",basic.stepGroup,
"Call Function: EBS_Reusable_Methods.SwitchResponsibility",,10207,Passed,"",basic.stepGroup,
"ClickToolbarButton window(""@name='NAVIGATOR'"") Switch Responsibility...",,826,Passed,"",ft.action,
"Think: 2 (sec).",,2021,Passed,"",basic.comment,
"Find listOfValues(""forms:listOfValues"") Payables Manager",,1221,Passed,"",ft.action,
